position,original_char,replacement_char,original_word,perturbed_word,word_freq,perturbed_freq
1,校,效,该校,该效,111,0
1,于,愚,生于,生愚,111,0
0,有,友,有意,友意,111,0
1,地,第,内地,内第,111,0
1,文,闻,论文,论闻,111,0
0,微,危,微笑,危笑,111,0
1,往,网,飞往,飞网,110,0
0,衰,摔,衰退,摔退,110,0
0,解,姐,解读,姐读,110,0
0,救,就,救援,就援,110,0
1,长,常,擅长,擅常,110,0
1,设,摄,假设,假摄,110,0
0,尸,师,尸体,师体,110,0
1,单,丹,清单,清丹,110,0
0,小,晓,小鼠,晓鼠,110,0
1,晨,陈,凌晨,凌陈,110,0
0,物,务,物质,务质,110,0
0,受,設,受益,設益,109,0
1,真,從,认真,认從,109,0
1,决,绝,处决,处绝,109,0
0,格,隔,格外,隔外,109,0
0,播,波,播放,波放,109,0
0,干,甘,干扰,甘扰,109,0
1,體,预,媒體,媒预,109,0
1,圳,镇,深圳,深镇,109,0
0,没,媒,没法,媒法,109,0
0,营,迎,营地,迎地,109,0
0,那,娜,那位,娜位,109,0
0,股,谷,股份,谷份,109,0
1,烟,淹,香烟,香淹,108,0
0,不,部,不让,部让,108,0
0,掌,长,掌控,长控,108,0
0,愚,于,愚蠢,于蠢,108,0
1,架,价,框架,框价,108,0
1,天,添,春天,春添,108,0
1,置,致,设置,设致,108,0
1,带,待,地带,地待,108,3
0,大,場,大声,場声,108,0
0,上,尚,上市,尚市,108,0
1,场,厂,农场,农厂,108,0
1,漫,曼,浪漫,浪曼,108,0
0,携,协,携带,协带,108,0
1,陷,线,缺陷,缺线,108,0
0,案,岸,案例,岸例,108,0
1,留,刘,停留,停刘,107,0
0,美,每,美军,每军,107,0
0,重,崇,重复,崇复,107,0
1,上,尚,墙上,墙尚,107,0
0,突,凸,突破,凸破,107,0
1,支,之,枪支,枪之,107,0
1,备,背,装备,装背,107,0
1,点,典,焦点,焦典,107,0
0,企,起,企图,起图,107,0
1,务,物,义务,义物,107,0
0,这,浙,这句,浙句,107,0
1,常,长,日常,日长,107,0
1,域,预,海域,海预,107,0
1,期,七,日期,日七,107,0
1,穿,川,身穿,身川,107,0
0,援,员,援引,员引,107,0
0,这,浙,这套,浙套,107,0
0,孤,辜,孤独,辜独,107,0
0,减,检,减轻,检轻,107,0
0,舒,叔,舒服,叔服,107,0
1,规,归,法规,法归,107,0
0,青,轻,青年,轻年,107,0
0,生,声,生病,声病,106,0
1,覆,复,颠覆,颠复,106,0
1,量,梁,衡量,衡梁,106,0
1,主,瞩,为主,为瞩,106,0
1,应,硬,效应,效硬,106,0
0,反,返,反腐,返腐,106,0
0,疼,腾,疼痛,腾痛,106,0
1,区,趋,郊区,郊趋,106,0
0,聊,僚,聊天,僚天,106,0
1,以,已,加以,加已,106,0
0,大,場,大厦,場厦,106,0
1,案,按,此案,此按,106,0
1,牲,生,牺牲,牺生,106,0
0,文,闻,文字,闻字,106,0
0,澳,傲,澳门,傲门,106,0
0,源,元,源于,元于,106,0
1,害,亥,杀害,杀亥,106,0
1,是,示,便是,便示,106,0
1,域,寓,水域,水寓,105,0
1,学,穴,上学,上穴,105,0
1,抱,报,拥抱,拥报,105,0
1,置,致,装置,装致,105,0
1,治,制,法治,法制,105,15
0,声,生,声誉,生誉,105,0
0,窃,切,窃取,切取,105,0
1,动,洞,流动,流洞,105,0
1,型,行,模型,模行,105,0
1,计,纪,累计,累纪,105,0
0,保,開,保存,開存,105,0
1,防,房,国防,国房,105,0
0,涌,泳,涌入,泳入,105,0
0,何,合,何时,合时,105,0
0,监,间,监督,间督,105,0
0,列,劣,列车,劣车,105,0
1,关,官,无关,无官,105,0
0,喜,洗,喜爱,洗爱,105,0
1,化,划,强化,强划,105,0
0,好,号,好事,号事,105,0
1,除,厨,清除,清厨,105,0
0,有,友,有害,友害,105,0
1,循,寻,遵循,遵寻,105,0
1,怖,不,恐怖,恐不,104,0
1,池,持,电池,电持,104,0
1,具,剧,家具,家剧,104,0
1,涉,摄,干涉,干摄,104,0
0,阴,音,阴影,音影,104,0
1,廊,狼,走廊,走狼,104,0
1,去,趣,死去,死趣,104,0
1,意,易,创意,创易,104,0
0,融,容,融入,容入,104,0
0,行,航,行政,航政,104,0
1,价,架,廉价,廉架,104,0
0,伊,一,伊万,一万,104,33
0,太,泰,太过,泰过,104,0
0,资,兹,资料,兹料,104,0
1,力,例,活力,活例,104,0
0,区,趋,区别,趋别,104,0
0,假,甲,假期,甲期,104,0
1,访,仿,到访,到仿,104,0
0,一,遗,一方,遗方,104,0
1,下,夏,当下,当夏,104,0
1,为,未,身为,身未,104,0
0,处,础,处境,础境,104,0
1,犯,范,囚犯,囚范,104,0
0,切,窃,切断,窃断,104,0
1,视,式,无视,无式,104,0
1,動,態,活動,活態,104,0
0,岛,导,岛上,导上,104,0
1,物,务,宠物,宠务,104,0
0,融,容,融合,容合,104,0
1,照,召,拍照,拍召,103,0
1,踪,棕,跟踪,跟棕,103,0
1,密,秘,机密,机秘,103,0
0,实,十,实在,十在,103,0
1,间,奸,民间,民奸,103,0
0,分,纷,分配,纷配,103,0
0,数,束,数千,束千,103,0
0,享,想,享有,想有,103,0
0,动,洞,动力,洞力,103,0
1,快,块,加快,加块,103,0
0,文,闻,文革,闻革,103,0
0,情,擎,情況,擎況,103,0
0,四,對,四名,對名,103,0
1,细,系,仔细,仔系,103,0
0,幻,患,幻想,患想,103,0
0,巩,拱,巩固,拱固,103,0
1,月,越,每月,每越,103,0
0,修,休,修复,休复,102,0
1,炭,探,煤炭,煤探,102,0
1,上,尚,脸上,脸尚,102,0
1,习,袭,演习,演袭,102,0
0,覆,妇,覆盖,妇盖,102,0
0,景,警,景象,警象,102,0
1,教,较,佛教,佛较,102,0
0,八,巴,八百,巴百,102,0
0,和,何,和解,何解,102,0
0,捍,汉,捍卫,汉卫,102,0
1,议,意,决议,决意,102,16
1,出,初,派出,派初,102,0
1,次,刺,三次,三刺,102,0
1,意,义,随意,随义,102,0
1,称,撑,自称,自撑,102,0
0,境,径,境内,径内,102,0
1,建,键,创建,创键,102,0
0,接,街,接到,街到,102,1
0,身,深,身后,深后,102,0
0,劳,則,劳工,則工,102,0
1,越,月,穿越,穿月,102,0
0,仇,筹,仇恨,筹恨,102,0
0,股,骨,股市,骨市,101,0
0,获,或,获胜,或胜,101,0
1,压,押,打压,打押,101,0
1,害,骇,危害,危骇,101,0
0,元,源,元素,源素,101,0
1,市,是,超市,超是,101,0
0,电,店,电信,店信,101,0
1,向,像,通向,通像,101,0
0,社,设,社會,设會,101,0
1,非,啡,南非,南啡,101,0
0,火,伙,火灾,伙灾,101,0
1,荒,慌,饥荒,饥慌,101,0
1,党,挡,两党,两挡,101,0
1,向,像,面向,面像,101,1
0,单,担,单身,担身,101,0
1,训,逊,教训,教逊,101,0
0,股,谷,股票,谷票,101,0
0,经,惊,经典,惊典,101,0
1,励,力,激励,激力,101,0
0,已,以,已知,以知,100,0
1,处,楚,判处,判楚,100,0
0,维,为,维族,为族,100,0
1,度,杜,温度,温杜,100,0
1,码,马,密码,密马,100,0
1,菜,蔡,蔬菜,蔬蔡,100,0
0,精,经,精力,经力,100,0
0,城,承,城镇,承镇,100,0
1,亮,量,漂亮,漂量,100,0
1,低,滴,最低,最滴,100,0
0,小,晓,小镇,晓镇,100,0
1,已,以,早已,早以,100,0
1,下,夏,买下,买夏,100,0
0,患,换,患病,换病,100,0
0,拥,庸,拥挤,庸挤,100,0
1,导,岛,倡导,倡岛,100,0
1,权,全,特权,特全,100,0
